Street,Neighborhood,City,Size,Bedrooms,Bathrooms,Vacancies,Advertisement_Value,Square_Meter_Value,just_street,street,zip_code,latitude,longitude,Point,setor_censo
,Vila Nair,São Paulo,125,2,2,2,650000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Vila Cordeiro,São Paulo,174,3,4,2,1250000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Vila Progredior,São Paulo,265,3,3,3,1500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Marie Nader Calfat,Jardim Ampliação,São Paulo,25,3,2,2,800000.0,,rua marie nader calfat,rua marie nader calfat,5713520.0,-23.6277585,-46.7297799,POINT (-46.7297799 -23.6277585),355030883000203.0
"Rua Blumenau, 105 ",Vila Leopoldina,São Paulo,130,3,4,2,695000.0,,rua blumenau,rua blumenau,13478380.0,-22.7444464,-47.3181145,POINT (-47.3181145 -22.7444464),
,Jardim Monte Kemel,São Paulo,194,4,5,3,799000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Quinta da Paineira,São Paulo,265,3,3,3,720000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Caropá, 490 ",Vila Madalena,São Paulo,222,4,5,4,1800000.0,,rua caropá,rua caropá,5447000.0,-23.5480131,-46.7004235,POINT (-46.7004235 -23.5480131),355030802000003.0
Rua Tomé Portes,Brooklin Paulista,São Paulo,266,4,5,2,1500000.0,,rua tomé portes,rua tomé portes,4623050.0,-23.6319926,-46.6789776,POINT (-46.6789776 -23.6319926),355030815000045.0
Avenida Padre Pereira de Andrade,Boaçava,São Paulo,312,3,4,5,3150000.0,,avenida padre pereira de andrade,avenida padre pereira de andrade,5469000.0,-23.5370267,-46.7198875,POINT (-46.7198875 -23.5370267),355030888000038.0
"Rua Plínio Salgado, 167 ",Jardim Peri Peri,São Paulo,156,2,2,3,1500000.0,,rua plínio salgado,rua plínio salgado,16018270.0,-21.2279739,-50.4390226,POINT (-50.4390226 -21.2279739),
"Rua Frederico Von Martius, , 73 ",Vila Monumento,São Paulo,305,3,5,2,1399900.0,,rua frederico von martius,rua frederico von martius,1548010.0,-23.5762611,-46.6131319,POINT (-46.6131319 -23.5762611),355030834000093.0
Rua Amílcar Barbuy,Parque São Domingos,São Paulo,185,4,5,3,1200000.0,,rua amílcar barbuy,rua amílcar barbuy,5121110.0,-23.507661,-46.7287224,POINT (-46.7287224 -23.507661),355030895000066.0
Rua Almirante Pereira Guimarães,Pacaembu,São Paulo,705,5,5,16,5897000.0,,rua almirante pereira guimarães,rua almirante pereira guimarães,1250001.0,-23.547494,-46.6716607,POINT (-46.6716607 -23.547494),355030860000079.0
Rua Demóstenes,Campo Belo,São Paulo,124,2,2,2,850000.0,,rua demóstenes,rua demóstenes,4614010.0,-23.617599,-46.6722611,POINT (-46.6722611 -23.617599),355030815000053.0
"Rua Pero Correia, 314 ",Vila Mariana,São Paulo,301,4,6,3,1300000.0,,rua pero correia,rua pero correia,4113040.0,-23.584853,-46.6231687,POINT (-46.6231687 -23.584853),355030890000113.0
Rua Ita,Vila Santos,São Paulo,140,3,2,2,499000.0,,rua ita,rua ita,6421080.0,-23.5077643,-46.8992031,POINT (-46.8992031 -23.5077643),
Rua Ubaíra,Indianópolis,São Paulo,205,3,4,4,1990000.0,,rua ubaíra,rua ubaíra,4517140.0,-23.6059509,-46.6745363,POINT (-46.6745363 -23.6059509),355030832000153.0
Rua Marcelino Champagnat,Jardim da Glória,São Paulo,255,4,4,2,1600000.0,,rua marcelino champagnat,rua marcelino champagnat,4114000.0,-23.580103,-46.6216064,POINT (-46.6216064 -23.580103),355030890000111.0
Rua General Manuel Vargas,Cidade Vargas,São Paulo,101,3,1,2,658000.0,,rua general manuel vargas,rua general manuel vargas,4320000.0,-23.647534,-46.6374295,POINT (-46.6374295 -23.647534),355030838000092.0
,Perdizes,São Paulo,205,3,3,2,997000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Chácara Monte Alegre,São Paulo,459,3,5,3,3300000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Praça Pinheiro da Cunha,Ipiranga,São Paulo,179,3,3,4,900000.0,,praça pinheiro da cunha,praça pinheiro da cunha,4275050.0,-23.5961791,-46.6140448,POINT (-46.6140448 -23.5961791),355030834000063.0
Rua Caixanas,Jardim Guedala,São Paulo,556,4,8,6,5000000.0,,rua caixanas,rua caixanas,5612030.0,-23.5883641,-46.7079581,POINT (-46.7079581 -23.5883641),355030854000002.0
Rua Cambará,Vila Bertioga,São Paulo,175,3,4,4,1050000.0,,rua cambará,rua cambará,6332440.0,-23.5485656,-46.8312102,POINT (-46.8312102 -23.5485656),
,Jardim Leonor,São Paulo,555,4,5,4,3500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Agostinho Gomes,Ipiranga,São Paulo,155,2,3,2,1020000.0,,rua agostinho gomes,rua agostinho gomes,4206000.0,-23.5866231,-46.6041187,POINT (-46.6041187 -23.5866231),355030834000013.0
"Rua Conselheiro Torres Homem, 285 ",Jardim Paulista,São Paulo,255,4,5,4,4900000.0,,rua conselheiro torres homem,rua conselheiro torres homem,1432010.0,-23.576256,-46.6673992,POINT (-46.6673992 -23.576256),355030845000046.0
Rua Groenlândia,Jardim América,São Paulo,820,4,8,4,25000000.0,,rua groenlândia,rua groenlândia,13339410.0,-23.0820792,-47.2105429,POINT (-47.2105429 -23.0820792),
,Jardim Gonzaga,São Paulo,383,10,8,8,950000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Avenida Professor Fonseca Rodrigues,Alto de Pinheiros,São Paulo,566,4,5,4,8599000.0,,avenida professor fonseca rodrigues,avenida professor fonseca rodrigues,5461010.0,-23.5486066,-46.714834,POINT (-46.714834 -23.5486066),355030802000016.0
Rua Ascânio,Chácara Mafalda,São Paulo,180,3,1,2,586000.0,,rua ascânio,rua ascânio,3373080.0,-23.5725409,-46.5522761,POINT (-46.5522761 -23.5725409),355030885000066.0
"Avenida Professor Fonseca Rodrigues, 0 ",Alto de Pinheiros,São Paulo,627,4,6,4,7600000.0,,avenida professor fonseca rodrigues,avenida professor fonseca rodrigues,5461010.0,-23.5486066,-46.714834,POINT (-46.714834 -23.5486066),355030802000016.0
,Vila Madalena,São Paulo,170,2,3,2,1690000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Guinle,Vila Monumento,São Paulo,198,4,2,3,1600000.0,,rua guinle,rua guinle,1548040.0,-23.4648172,-46.4841622,POINT (-46.4841622 -23.4648172),
Rua Ribeiro do Vale,Brooklin Paulista,São Paulo,230,3,2,5,1700000.0,,rua ribeiro do vale,rua ribeiro do vale,4568000.0,-23.6123691,-46.6875611,POINT (-46.6875611 -23.6123691),355030835000069.0
Rua Mário Barbosa Rodrigues,Interlagos,São Paulo,392,4,5,4,1700000.0,,rua mário barbosa rodrigues,rua mário barbosa rodrigues,4788160.0,-23.7029256,-46.7104895,POINT (-46.7104895 -23.7029256),355030879000047.0
Rua Ponta Porã,Vila Ipojuca,São Paulo,220,3,3,3,1300000.0,,rua ponta porã,rua ponta porã,6716195.0,-23.6080447,-46.8973629,POINT (-46.8973629 -23.6080447),
,Jardim Morumbi,São Paulo,617,4,6,8,3700000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Açaré,Alto de Pinheiros,São Paulo,212,3,3,3,2240000.0,,rua açaré,rua açaré,5463060.0,-23.5563466,-46.7117097,POINT (-46.7117097 -23.5563466),355030802000040.0
Rua Aurora Contieri,Sumarezinho,São Paulo,204,3,5,2,2000000.0,,rua aurora contieri,rua aurora contieri,5441060.0,-23.5447296,-46.6942942,POINT (-46.6942942 -23.5447296),355030802000056.0
Rua Dona Brígida,Vila Mariana,São Paulo,265,4,3,2,2200000.0,,rua dona brígida,rua dona brígida,4111080.0,-23.584388,-46.6299742,POINT (-46.6299742 -23.584388),355030890000021.0
"Rua Maria Teresa Assunção, 618 ",Vila São Geraldo,São Paulo,160,3,3,2,636000.0,,rua maria teresa assunção,rua maria teresa assunção,3609000.0,-23.5161072,-46.5408341,POINT (-46.5408341 -23.5161072),355030859000105.0
,Jardim Guedala,São Paulo,1452,4,5,14,16000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Londrina,São Paulo,400,4,5,4,1600000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Visconde de Ourem,Jardim Aeroporto,São Paulo,100,2,2,1,490000.0,,rua visconde de ourem,rua visconde de ourem,4632020.0,-23.6319037,-46.6666568,POINT (-46.6666568 -23.6319037),355030815000014.0
Rua Chiquinha Rodrigues,Caxingui,São Paulo,214,3,3,4,1800000.0,,rua chiquinha rodrigues,rua chiquinha rodrigues,15075070.0,-20.8136862,-49.3550381,POINT (-49.3550381 -20.8136862),
Rua Sofia,Jardim Europa,São Paulo,350,4,6,3,5850000.0,,rua sofia,rua sofia,18707530.0,-23.0793344,-48.9213932,POINT (-48.9213932 -23.0793344),
,Jardim Leonor,São Paulo,584,6,7,6,2200000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Diogo Rodrigues Marques,Campo Grande,São Paulo,100,3,2,4,735000.0,,rua diogo rodrigues marques,rua diogo rodrigues marques,4677040.0,-23.6685287,-46.6827577,POINT (-46.6827577 -23.6685287),355030816000042.0
Rua Gomes Freire,Lapa,São Paulo,161,3,2,2,920000.0,,rua gomes freire,rua gomes freire,9240810.0,-23.6285801,-46.5210805,POINT (-46.5210805 -23.6285801),
Rua Comendador Joaquim Gomes de Oliveira,Vila São Francisco (Zona Sul),São Paulo,110,2,2,1,740000.0,,rua comendador joaquim gomes de oliveira,rua comendador joaquim gomes de oliveira,4709050.0,-23.6324427,-46.6941782,POINT (-46.6941782 -23.6324427),355030871000019.0
Rua Manduri,Jardim Paulistano,São Paulo,750,5,8,5,10300000.0,,rua manduri,rua manduri,18704050.0,-23.1110619,-48.9372574,POINT (-48.9372574 -23.1110619),
"Rua João Batista Leme da Silva, 115 ",Vila Madalena,São Paulo,170,3,3,2,1500000.0,,rua joão batista leme da silva,rua joão batista leme da silva,5449030.0,-23.544809,-46.7023131,POINT (-46.7023131 -23.544809),355030802000010.0
Rua Guaianaz da Fonseca,Vila Madalena,São Paulo,220,4,5,4,1790000.0,,rua guaianaz da fonseca,rua guaianaz da fonseca,5451050.0,-23.5421379,-46.7007971,POINT (-46.7007971 -23.5421379),355030802000009.0
"Travessa Doutor Adilson Rodrigues, 6 ",Vila Mariana,São Paulo,140,3,2,1,660000.0,,travessa doutor adilson rodrigues,travessa doutor adilson rodrigues,4128010.0,-23.6033494,-46.6280235,POINT (-46.6280235 -23.6033494),355030877000173.0
Rua Antilhas,Jardim América,São Paulo,600,5,4,8,12000000.0,,rua antilhas,rua antilhas,13904170.0,-22.7151991,-46.7723554,POINT (-46.7723554 -22.7151991),
,Jardim da Saúde,São Paulo,200,3,1,2,1500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Alto de Pinheiros,São Paulo,349,4,2,5,3500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Laerte Assunção, 96 ",Jardim Paulistano,São Paulo,400,4,6,5,7000000.0,,rua laerte assunção,rua laerte assunção,1444040.0,-23.5710271,-46.6834824,POINT (-46.6834824 -23.5710271),355030862000161.0
Rua Doutor Octávio de Oliveira Santos,Brooklin Paulista,São Paulo,300,4,5,3,1350000.0,,rua doutor octávio de oliveira santos,rua doutor octávio de oliveira santos,8541270.0,-23.5415487,-46.3714144,POINT (-46.3714144 -23.5415487),
,Vila Cruzeiro,São Paulo,165,3,3,3,1600000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Tomé Portes,Brooklin Paulista,São Paulo,271,4,5,2,1500000.0,,rua tomé portes,rua tomé portes,4623050.0,-23.6319926,-46.6789776,POINT (-46.6789776 -23.6319926),355030815000045.0
Avenida Padre Pereira de Andrade,Boaçava,São Paulo,317,3,4,5,3150000.0,,avenida padre pereira de andrade,avenida padre pereira de andrade,5469000.0,-23.5370267,-46.7198875,POINT (-46.7198875 -23.5370267),355030888000038.0
"Rua Dom Tomás Costa e Lima, , 145 ",Vila Tramontano,São Paulo,388,3,6,5,4890000.0,,rua dom tomás costa e lima,rua dom tomás costa e lima,5692020.0,-23.6184874,-46.7087933,POINT (-46.7087933 -23.6184874),355030883000075.0
Rua Palmares,Brooklin Paulista,São Paulo,320,4,5,5,1700000.0,,rua palmares,rua palmares,19800230.0,-22.6631596,-50.4041555,POINT (-50.4041555 -22.6631596),
,Vila Madalena,São Paulo,228,4,3,3,1900010.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Nestor Moreira,Jardim da Glória,São Paulo,239,3,1,2,1500000.0,,rua nestor moreira,rua nestor moreira,16015430.0,-21.2179764,-50.4345567,POINT (-50.4345567 -21.2179764),
,Liberdade,São Paulo,95,3,2,1,600000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Amsterdam,Vila Campestre,São Paulo,129,3,2,2,600000.0,,rua amsterdam,rua amsterdam,18707580.0,-23.1072154,-48.925516,POINT (-48.925516 -23.1072154),
,Jardim Campo Grande,São Paulo,195,3,3,4,1500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Colombo Florence,Parque Fongaro,São Paulo,375,3,3,6,930000.0,,rua colombo florence,rua colombo florence,4257045.0,-23.23102,-46.7701101,POINT (-46.7701101 -23.23102),
,Morumbi,São Paulo,300,3,3,4,1950000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Henrique Martins, 50 ",Jardim Paulista,São Paulo,723,3,6,4,18000000.0,,rua henrique martins,rua henrique martins,9391200.0,-23.6506376,-46.4474191,POINT (-46.4474191 -23.6506376),
,Jardim Europa,São Paulo,400,4,5,6,5700000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Turi,Vila Madalena,São Paulo,90,2,1,1,1700000.0,,rua turi,rua turi,5443050.0,-23.5532833,-46.6948326,POINT (-46.6948326 -23.5532833),355030862000078.0
"Avenida Diógenes Ribeiro de Lima, 0 ",Alto de Pinheiros,São Paulo,255,4,3,3,3950000.0,,avenida diógenes ribeiro de lima,avenida diógenes ribeiro de lima,5458000.0,-24.6577522,-49.0062209,POINT (-49.0062209 -24.6577522),
,Vila Jacuí,São Paulo,71,2,3,1,390000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Márcio Humberto Gandolpho,Imirim,São Paulo,150,3,2,2,650000.0,,rua márcio humberto gandolpho,rua márcio humberto gandolpho,2466010.0,-23.4972886,-46.6410402,POINT (-46.6410402 -23.4972886),355030870000130.0
Rua Gradau,Vila Bela,São Paulo,110,2,3,2,485000.0,,rua gradau,rua gradau,3201010.0,-23.598634,-46.574625,POINT (-46.574625 -23.598634),355030893000052.0
Rua Francisco Dias,Bosque da Saúde,São Paulo,121,3,3,2,1300000.0,,rua francisco dias,rua francisco dias,4148000.0,-23.6139944,-46.6187542,POINT (-46.6187542 -23.6139944),355030827000019.0
"Rua Domingos Neto, 40 ",Vila Marari,São Paulo,80,1,1,2,450000.0,,rua domingos neto,rua domingos neto,4401110.0,-23.667963,-46.6652526,POINT (-46.6652526 -23.667963),355030822000113.0
Rua Cruzeiro,Barra Funda,São Paulo,150,2,2,1,430000.0,,rua cruzeiro,rua cruzeiro,12947633.0,-23.1501089,-46.558365,POINT (-46.558365 -23.1501089),
Rua Afonso Bandeira de Melo,Campo Belo,São Paulo,277,3,2,2,1400000.0,,rua afonso bandeira de melo,rua afonso bandeira de melo,4613060.0,-23.621496,-46.6658772,POINT (-46.6658772 -23.621496),355030815000055.0
,Jardim Brasil (Zona Sul),São Paulo,180,3,3,3,870000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Milton Strenger, 00 ",Parque Continental,São Paulo,150,3,2,2,750000.0,,rua milton strenger,rua milton strenger,5325010.0,-23.5362259,-46.7598067,POINT (-46.7598067 -23.5362259),355030841000034.0
,Parque São Lucas,São Paulo,367,12,5,4,950000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Chácara Santo Antônio (Zona Sul),São Paulo,420,4,6,5,5490000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Itaperuna,Pacaembu,São Paulo,1000,4,9,4,11990000.0,,rua itaperuna,rua itaperuna,13056426.0,-22.9726229,-47.1453902,POINT (-47.1453902 -22.9726229),
Rua Apinajés,Sumaré,São Paulo,140,3,2,1,1380000.0,,rua apinajés,rua apinajés,11703770.0,-24.0088727,-46.4125034,POINT (-46.4125034 -24.0088727),
,Jardim Guedala,São Paulo,900,5,7,10,5800000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Pinheiros,São Paulo,800,4,7,6,14500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua da Constituinte,Ipiranga,São Paulo,160,3,4,3,1250000.0,,rua da constituinte,rua da constituinte,12212380.0,-23.1506271,-45.9024929,POINT (-45.9024929 -23.1506271),
"Rua Bernardo Sanches, 60 ",Real Parque,São Paulo,533,3,5,6,2200000.0,,rua bernardo sanches,rua bernardo sanches,5684040.0,-23.6100422,-46.7099818,POINT (-46.7099818 -23.6100422),355030854000086.0
Avenida Ireré,Planalto Paulista,São Paulo,400,4,5,3,2758000.0,,avenida ireré,avenida ireré,4064000.0,-23.6288719,-46.6452364,POINT (-46.6452364 -23.6288719),355030877000121.0
,Lar São Paulo,São Paulo,94,2,2,2,550000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Amandaba, , 309 ",Jardim Prudência,São Paulo,205,3,3,4,1200000.0,,rua amandaba,rua amandaba,4648140.0,-21.1002194,-51.1625059,POINT (-51.1625059 -21.1002194),
Rua Coronel Irlandino Sandoval,Jardim Paulistano,São Paulo,390,4,4,5,5050000.0,,rua coronel irlandino sandoval,rua coronel irlandino sandoval,1457010.0,-23.5732456,-46.6913472,POINT (-46.6913472 -23.5732456),355030862000103.0
,Butantã,São Paulo,400,3,4,4,4490000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Morumbi,São Paulo,455,3,5,3,4850000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Otávio Tarquínio de Souza, 1124 ",Campo Belo,São Paulo,214,3,4,3,1300000.0,,rua otávio tarquínio de souza,rua otávio tarquínio de souza,4613000.0,-23.6205676,-46.6648017,POINT (-46.6648017 -23.6205676),355030815000142.0
"Rua Francisco de Paula Brito, 72 ",Planalto Paulista,São Paulo,250,4,6,4,2150000.0,,rua francisco de paula brito,rua francisco de paula brito,4071050.0,-23.6254388,-46.6518035,POINT (-46.6518035 -23.6254388),355030877000123.0
Avenida Ibirapuera,Indianópolis,São Paulo,200,3,2,1,1300000.0,,avenida ibirapuera,avenida ibirapuera,16072440.0,-21.2026741,-50.4681964,POINT (-50.4681964 -21.2026741),
Rua Monsenhor Manuel Vicente,Vila Mariana,São Paulo,200,3,3,2,1200000.0,,rua monsenhor manuel vicente,rua monsenhor manuel vicente,4120000.0,-23.5932228,-46.6356655,POINT (-46.6356655 -23.5932228),355030890000058.0
Rua Fabiano Alves,Parque da Vila Prudente,São Paulo,160,3,3,2,899000.0,,rua fabiano alves,rua fabiano alves,3139010.0,-23.5865448,-46.5767454,POINT (-46.5767454 -23.5865448),355030893000033.0
,Vila Madalena,São Paulo,604,4,5,6,12000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Nicolau Barreto,Vila Cordeiro,São Paulo,85,2,1,1,530000.0,,rua nicolau barreto,rua nicolau barreto,11662180.0,-23.6180837,-45.3918995,POINT (-45.3918995 -23.6180837),
Rua Banibás,Alto de Pinheiros,São Paulo,400,4,6,4,4400000.0,,rua banibás,rua banibás,5460010.0,-23.5551534,-46.7096179,POINT (-46.7096179 -23.5551534),355030802000015.0
Rua Carpina,Jardim Everest,São Paulo,600,6,5,6,3700000.0,,rua carpina,rua carpina,6327360.0,-23.531881,-46.8260277,POINT (-46.8260277 -23.531881),
Alameda dos Guaicanãs,Planalto Paulista,São Paulo,202,3,3,2,1390000.0,,alameda dos guaicanãs,alameda dos guaicanãs,4064030.0,-23.6159375,-46.6503045,POINT (-46.6503045 -23.6159375),355030877000098.0
,Jardim Monte Kemel,São Paulo,200,3,1,2,630000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Padre Manuel de Chaves,Jardim Europa,São Paulo,120,3,3,2,2500000.0,,rua padre manuel de chaves,rua padre manuel de chaves,1448050.0,-23.5794704,-46.6805802,POINT (-46.6805802 -23.5794704),355030862000113.0
Rua dos Manacás,Cidade Jardim,São Paulo,377,4,6,4,3800000.0,,rua dos manacás,rua dos manacás,13901330.0,-22.6953592,-46.7660502,POINT (-46.7660502 -22.6953592),
"Rua Inácio Manuel Álvares, 886 ",Jardim Ester,São Paulo,178,3,4,5,770000.0,,rua inácio manuel álvares,rua inácio manuel álvares,5372110.0,-23.580246,-46.765809,POINT (-46.765809 -23.580246),355030867000093.0
Rua Cinco de Julho,Vila Nair,São Paulo,130,3,3,3,750000.0,,rua cinco de julho,rua cinco de julho,14405211.0,-20.5364492,-47.4122477,POINT (-47.4122477 -20.5364492),
Rua Apinajés,Pompeia,São Paulo,246,3,3,3,2700000.0,,rua apinajés,rua apinajés,11703770.0,-24.0088727,-46.4125034,POINT (-46.4125034 -24.0088727),
Rua Nicolau Barreto,Vila Cordeiro,São Paulo,177,4,6,2,1500000.0,,rua nicolau barreto,rua nicolau barreto,11662180.0,-23.6180837,-45.3918995,POINT (-45.3918995 -23.6180837),
Rua Jorge Faleiros,Jabaquara,São Paulo,190,3,2,3,480000.0,,rua jorge faleiros,rua jorge faleiros,4342110.0,-23.6312679,-46.6483877,POINT (-46.6483877 -23.6312679),355030838000231.0
Rua Henrique Jacobs,Vila Santa Teresa (Zona Leste),São Paulo,211,3,3,4,699000.0,,rua henrique jacobs,rua henrique jacobs,13485321.0,-22.5383371,-47.3858972,POINT (-47.3858972 -22.5383371),
Rua Gassipós,Vila Mariana,São Paulo,210,3,4,4,2150000.0,,rua gassipós,rua gassipós,4019090.0,-23.5902497,-46.6445045,POINT (-46.6445045 -23.5902497),355030890000064.0
,Jardim Floresta,São Paulo,140,3,3,3,340000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Engenheiro Reynaldo Cajado,Tatuapé,São Paulo,200,3,3,4,1270000.0,,rua engenheiro reynaldo cajado,rua engenheiro reynaldo cajado,3061030.0,-23.5382364,-46.5830634,POINT (-46.5830634 -23.5382364),355030808000032.0
Rua Brás Lourenço,Vila Mariana,São Paulo,216,3,1,3,950000.0,,rua brás lourenço,rua brás lourenço,4113110.0,-23.5833094,-46.6235583,POINT (-46.6235583 -23.5833094),355030890000044.0
,Jardim Guedala,São Paulo,900,5,10,10,5800000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Boytac,Cidade Jardim,São Paulo,500,5,8,5,10700000.0,,rua boytac,rua boytac,5673080.0,-23.5962454,-46.7039741,POINT (-46.7039741 -23.5962454),355030854000130.0
Rua Capricho,Vila Nivi,São Paulo,179,3,2,6,620000.0,,rua capricho,rua capricho,2254000.0,-23.4805047,-46.5927105,POINT (-46.5927105 -23.4805047),355030882000164.0
Avenida Aratãs,Indianópolis,São Paulo,140,2,2,2,1800000.0,,avenida aratãs,avenida aratãs,4081000.0,-23.6133603,-46.6580085,POINT (-46.6580085 -23.6133603),355030832000123.0
Rua Pedro Nascimento Ferrador,Alto da Mooca,São Paulo,117,3,2,2,760000.0,,rua pedro nascimento ferrador,rua pedro nascimento ferrador,3128120.0,-23.5722446,-46.5837204,POINT (-46.5837204 -23.5722446),355030853000079.0
Rua São Luís do Paraitinga,Quinta da Paineira,São Paulo,284,3,3,8,780000.0,,rua são luís do paraitinga,rua são luís do paraitinga,13030105.0,-22.925908,-47.0695123,POINT (-47.0695123 -22.925908),
Rua Avaí,Vila Bertioga,São Paulo,73,2,2,2,480000.0,,rua avaí,rua avaí,16056657.0,-21.1872213,-50.4306509,POINT (-50.4306509 -21.1872213),
,Jardim América,São Paulo,1000,5,7,10,19000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Chácara Mafalda,São Paulo,155,2,1,2,400000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Leonor,São Paulo,654,5,9,8,4200000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Bolívia,Jardim América,São Paulo,976,5,9,10,16000000.0,,rua bolívia,rua bolívia,13465750.0,-22.744628,-47.3444964,POINT (-47.3444964 -22.744628),
,Vila Madalena,São Paulo,302,4,8,3,2800000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Leonor,São Paulo,492,4,5,8,3500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Paulistano,São Paulo,490,4,2,5,7000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Joazeiro,Sumaré,São Paulo,550,3,5,5,3900000.0,,rua joazeiro,rua joazeiro,1253030.0,-23.5455697,-46.6777155,POINT (-46.6777155 -23.5455697),355030860000017.0
Rua Alice Macuco Alves,Alto de Pinheiros,São Paulo,305,3,6,15,3500000.0,,rua alice macuco alves,rua alice macuco alves,5453010.0,-23.5395319,-46.7057478,POINT (-46.7057478 -23.5395319),355030802000054.0
Rua Cristiano Viana,Cerqueira César,São Paulo,125,3,1,1,1300000.0,,rua cristiano viana,rua cristiano viana,5411000.0,-23.5562029,-46.6793108,POINT (-46.6793108 -23.5562029),355030845000184.0
Rua Ingarana,Jardim Panorama (Zona Leste),São Paulo,380,3,2,5,725000.0,,rua ingarana,rua ingarana,3245020.0,-23.6026005,-46.5371281,POINT (-46.5371281 -23.6026005),355030872000103.0
,Super Quadra Morumbi,São Paulo,260,4,3,3,989000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Avenida Miruna,Indianópolis,São Paulo,190,2,4,3,1890000.0,,avenida miruna,avenida miruna,4084000.0,-23.614803,-46.6613754,POINT (-46.6613754 -23.614803),355030832000137.0
Rua Gregório Paes de Almeida,Vila Madalena,São Paulo,297,3,2,2,2500000.0,,rua gregório paes de almeida,rua gregório paes de almeida,5450000.0,-23.5472107,-46.707677,POINT (-46.707677 -23.5472107),355030802000001.0
Rua Cristóvão Alves,Vila Santana,São Paulo,185,3,2,3,849000.0,,rua cristóvão alves,rua cristóvão alves,8230040.0,-23.5307695,-46.4544105,POINT (-46.4544105 -23.5307695),355030837000001.0
