Street,Neighborhood,City,Size,Bedrooms,Bathrooms,Vacancies,Advertisement_Value,Square_Meter_Value,just_street,street,zip_code,latitude,longitude,Point,setor_censo
Rua Groenlândia,Jardim América,São Paulo,372,3,3,10,4650000.0,,rua groenlândia,rua groenlândia,13339410.0,-23.0820792,-47.2105429,POINT (-47.2105429 -23.0820792),
,Cidade Jardim,São Paulo,447,4,6,4,3500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Miguel Teles Júnior, 43 ",Cambuci,São Paulo,250,3,4,1,775000.0,,rua miguel teles júnior,rua miguel teles júnior,1540040.0,-23.5664084,-46.624308,POINT (-46.624308 -23.5664084),355030849000042.0
,Vila Clementino,São Paulo,241,3,3,4,4500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Emboabas,Brooklin Paulista,São Paulo,450,4,4,6,2700000.0,,rua emboabas,rua emboabas,12950190.0,-23.1450905,-46.5821966,POINT (-46.5821966 -23.1450905),
Rua Alves Guimarães,Pinheiros,São Paulo,338,4,2,4,3500000.0,,rua alves guimarães,rua alves guimarães,5410000.0,-23.5576106,-46.6770266,POINT (-46.6770266 -23.5576106),355030845000117.0
,Jardim Novo Mundo,São Paulo,350,4,3,3,3800000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Lotário Lutz,Chácara Monte Alegre,São Paulo,920,6,10,12,10000000.0,,rua lotário lutz,rua lotário lutz,4645060.0,-23.6453721,-46.6780599,POINT (-46.6780599 -23.6453721),355030871000076.0
,Pinheiros,São Paulo,140,2,2,1,1915000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Paulista,São Paulo,900,4,9,10,8000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Taques Alvim,Cidade Jardim,São Paulo,420,4,5,4,3800000.0,,rua taques alvim,rua taques alvim,5671030.0,-23.5865406,-46.6959291,POINT (-46.6959291 -23.5865406),355030854000009.0
Avenida Lopes de Azevedo,Jardim Guedala,São Paulo,448,4,5,3,3000000.0,,avenida lopes de azevedo,avenida lopes de azevedo,5603000.0,-23.5844687,-46.7041799,POINT (-46.7041799 -23.5844687),355030854000123.0
,Boaçava,São Paulo,419,3,7,4,4800000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Alberto Faria,Alto de Pinheiros,São Paulo,470,4,2,6,5700000.0,,rua alberto faria,rua alberto faria,13073014.0,-22.8886436,-47.0642473,POINT (-47.0642473 -22.8886436),
,Jardim Paulista,São Paulo,261,3,1,2,3300000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Henri Dunant,Santo Amaro,São Paulo,140,3,3,2,1250000.0,,rua henri dunant,rua henri dunant,4709110.0,-23.6276205,-46.6990209,POINT (-46.6990209 -23.6276205),355030871000045.0
Rua Professor Otávio Ferrari,Jardim Guedala,São Paulo,751,5,8,6,3500000.0,,rua professor otávio ferrari,rua professor otávio ferrari,5605040.0,-23.5906153,-46.7042834,POINT (-46.7042834 -23.5906153),355030854000003.0
Rua Luisiania,Brooklin Paulista,São Paulo,210,3,4,3,2130000.0,,rua luisiania,rua luisiania,4560020.0,-23.6089619,-46.6815953,POINT (-46.6815953 -23.6089619),355030835000050.0
Rua Vergueiro,Vila Firmiano Pinto,São Paulo,131,1,1,1,640000.0,,rua vergueiro,rua vergueiro,7914140.0,-23.2797384,-46.7452277,POINT (-46.7452277 -23.2797384),
,Vila Madalena,São Paulo,492,4,6,4,4300000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Banibás,Alto de Pinheiros,São Paulo,442,5,3,5,4990000.0,,rua banibás,rua banibás,5460010.0,-23.5551534,-46.7096179,POINT (-46.7096179 -23.5551534),355030802000015.0
Rua Campo Grande,Vila Hamburguesa,São Paulo,350,3,5,4,3190000.0,,rua campo grande,rua campo grande,16901185.0,-20.889039,-51.3687038,POINT (-51.3687038 -20.889039),
Rua Doutor Barros Cruz,Vila Mariana,São Paulo,180,3,2,5,4032000.0,,rua doutor barros cruz,rua doutor barros cruz,4118130.0,-23.5941472,-46.6297963,POINT (-46.6297963 -23.5941472),355030890000088.0
"Rua Antônio Ambuba, 32 ",Parque Munhoz,São Paulo,124,3,2,2,690000.0,,rua antônio ambuba,rua antônio ambuba,5782370.0,-23.6528587,-46.7669251,POINT (-46.7669251 -23.6528587),355030817000299.0
Rua Itajaçu,Pacaembu,São Paulo,279,3,5,3,1950000.0,,rua itajaçu,rua itajaçu,1247030.0,-23.551191,-46.6691972,POINT (-46.6691972 -23.551191),355030826000019.0
Rua Alberto Faria,Alto de Pinheiros,São Paulo,377,4,5,6,2500000.0,,rua alberto faria,rua alberto faria,13073014.0,-22.8886436,-47.0642473,POINT (-47.0642473 -22.8886436),
Rua Comendador Elias Zarzur,Santo Amaro,São Paulo,324,4,5,3,3500000.0,,rua comendador elias zarzur,rua comendador elias zarzur,4736000.0,-23.6489627,-46.7001939,POINT (-46.7001939 -23.6489627),355030871000029.0
,Boaçava,São Paulo,704,4,2,7,2500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Petrópolis,Sumaré,São Paulo,450,4,5,4,2970000.0,,rua petrópolis,rua petrópolis,13603054.0,-22.350671,-47.4026206,POINT (-47.4026206 -22.350671),
Rua Luís Dib Zogaib,Morumbi,São Paulo,1050,3,6,9,7800000.0,,rua luís dib zogaib,rua luís dib zogaib,5613020.0,-23.5892763,-46.7119877,POINT (-46.7119877 -23.5892763),355030854000117.0
,Vila Ipojuca,São Paulo,266,3,3,3,2000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Europa,São Paulo,126,1,1,2,2500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Caixanas,Jardim Guedala,São Paulo,918,5,7,10,9000000.0,,rua caixanas,rua caixanas,5612030.0,-23.5883641,-46.7079581,POINT (-46.7079581 -23.5883641),355030854000002.0
,Jardim América,São Paulo,233,3,3,2,4950000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Duartina,Sumaré,São Paulo,402,3,1,4,3800000.0,,rua duartina,rua duartina,6408070.0,-23.4958626,-46.8882128,POINT (-46.8882128 -23.4958626),
,Vila Progredior,São Paulo,688,4,5,6,4500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Europa,São Paulo,650,3,5,6,13900000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Camargo Aranha,Pacaembu,São Paulo,475,5,3,4,4000000.0,,rua camargo aranha,rua camargo aranha,1236040.0,-23.5424899,-46.6682014,POINT (-46.6682014 -23.5424899),355030860000078.0
,Pinheiros,São Paulo,656,3,4,5,5300000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Emílio Mallet,Vila Gomes Cardim,São Paulo,170,2,2,3,1200000.0,,rua emílio mallet,rua emílio mallet,3320000.0,-22.8877586,-47.081265,POINT (-47.081265 -22.8877586),
Rua Nicarágua,Jardim América,São Paulo,450,2,3,6,17000000.0,,rua nicarágua,rua nicarágua,13904072.0,-22.7080593,-46.7726654,POINT (-46.7726654 -22.7080593),
Rua Vicente Góes e Aranha,Vila Tramontano,São Paulo,368,3,5,4,2500000.0,,rua vicente góes e aranha,rua vicente góes e aranha,5691010.0,-23.6154794,-46.708266,POINT (-46.708266 -23.6154794),355030854000052.0
Praça Santos Coimbra,Morumbi,São Paulo,450,4,5,6,2150000.0,,praça santos coimbra,praça santos coimbra,5614050.0,-23.5946673,-46.7142119,POINT (-46.7142119 -23.5946673),355030854000017.0
Rua Pau Brasil,Boaçava,São Paulo,422,4,4,6,4500000.0,,rua pau brasil,rua pau brasil,13466500.0,-22.7547342,-47.3310296,POINT (-47.3310296 -22.7547342),
Rua Quintana,Cidade Monções,São Paulo,220,3,2,2,1880000.0,,rua quintana,rua quintana,13467442.0,-22.7698817,-47.3411682,POINT (-47.3411682 -22.7698817),
Rua Itaperuna,Pacaembu,São Paulo,1000,4,3,4,8990000.0,,rua itaperuna,rua itaperuna,13056426.0,-22.9726229,-47.1453902,POINT (-47.1453902 -22.9726229),
,Barra Funda,São Paulo,44,1,1,1,345000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Capepuxis,Alto de Pinheiros,São Paulo,356,4,7,5,3850000.0,,rua capepuxis,rua capepuxis,5452030.0,-23.5543684,-46.7123956,POINT (-46.7123956 -23.5543684),355030802000040.0
Rua João Moura,Pinheiros,São Paulo,290,4,3,4,2230000.0,,rua joão moura,rua joão moura,9853290.0,-23.7441265,-46.634864,POINT (-46.634864 -23.7441265),
"Rua Bernardino de Campos, 0 ",Campo Belo,São Paulo,180,3,2,2,899990.0,,rua bernardino de campos,rua bernardino de campos,16010350.0,-21.2149071,-50.4390396,POINT (-50.4390396 -21.2149071),
Rua Brentano,Vila Hamburguesa,São Paulo,140,4,3,2,1470000.0,,rua brentano,rua brentano,5302040.0,-23.5309874,-46.7242418,POINT (-46.7242418 -23.5309874),355030888000008.0
Rua Irlanda,Jardim Europa,São Paulo,482,4,5,5,9050000.0,,rua irlanda,rua irlanda,13471760.0,-22.7294962,-47.3449529,POINT (-47.3449529 -22.7294962),
,Jardim Paulistano,São Paulo,600,4,4,4,12720000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Comendador Elias Zarzur,Santo Amaro,São Paulo,329,4,5,3,3500000.0,,rua comendador elias zarzur,rua comendador elias zarzur,4736000.0,-23.6489627,-46.7001939,POINT (-46.7001939 -23.6489627),355030871000029.0
,Boaçava,São Paulo,709,4,2,7,2500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Petrópolis,Sumaré,São Paulo,455,4,5,4,2970000.0,,rua petrópolis,rua petrópolis,13603054.0,-22.350671,-47.4026206,POINT (-47.4026206 -22.350671),
Rua Luís Dib Zogaib,Morumbi,São Paulo,1055,3,6,9,7800000.0,,rua luís dib zogaib,rua luís dib zogaib,5613020.0,-23.5892763,-46.7119877,POINT (-46.7119877 -23.5892763),355030854000117.0
,Vila Ipojuca,São Paulo,271,3,3,3,2000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Europa,São Paulo,131,1,1,2,2500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Caixanas,Jardim Guedala,São Paulo,923,5,7,10,9000000.0,,rua caixanas,rua caixanas,5612030.0,-23.5883641,-46.7079581,POINT (-46.7079581 -23.5883641),355030854000002.0
,Jardim América,São Paulo,238,3,3,2,4950000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Duartina,Sumaré,São Paulo,407,3,1,4,3800000.0,,rua duartina,rua duartina,6408070.0,-23.4958626,-46.8882128,POINT (-46.8882128 -23.4958626),
,Vila Progredior,São Paulo,693,4,5,6,4500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Europa,São Paulo,655,3,5,6,13900000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Camargo Aranha,Pacaembu,São Paulo,480,5,3,4,4000000.0,,rua camargo aranha,rua camargo aranha,1236040.0,-23.5424899,-46.6682014,POINT (-46.6682014 -23.5424899),355030860000078.0
,Pinheiros,São Paulo,661,3,4,5,5300000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Emílio Mallet,Vila Gomes Cardim,São Paulo,175,2,2,3,1200000.0,,rua emílio mallet,rua emílio mallet,3320000.0,-22.8877586,-47.081265,POINT (-47.081265 -22.8877586),
Rua Nicarágua,Jardim América,São Paulo,455,2,3,6,17000000.0,,rua nicarágua,rua nicarágua,13904072.0,-22.7080593,-46.7726654,POINT (-46.7726654 -22.7080593),
Rua Vicente Góes e Aranha,Vila Tramontano,São Paulo,373,3,5,4,2500000.0,,rua vicente góes e aranha,rua vicente góes e aranha,5691010.0,-23.6154794,-46.708266,POINT (-46.708266 -23.6154794),355030854000052.0
Praça Santos Coimbra,Morumbi,São Paulo,455,4,5,6,2150000.0,,praça santos coimbra,praça santos coimbra,5614050.0,-23.5946673,-46.7142119,POINT (-46.7142119 -23.5946673),355030854000017.0
Rua Pau Brasil,Boaçava,São Paulo,427,4,4,6,4500000.0,,rua pau brasil,rua pau brasil,13466500.0,-22.7547342,-47.3310296,POINT (-47.3310296 -22.7547342),
Rua Quintana,Cidade Monções,São Paulo,225,3,2,2,1880000.0,,rua quintana,rua quintana,13467442.0,-22.7698817,-47.3411682,POINT (-47.3411682 -22.7698817),
Rua Itaperuna,Pacaembu,São Paulo,1005,4,3,4,8990000.0,,rua itaperuna,rua itaperuna,13056426.0,-22.9726229,-47.1453902,POINT (-47.1453902 -22.9726229),
,Barra Funda,São Paulo,49,1,1,1,345000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Capepuxis,Alto de Pinheiros,São Paulo,361,4,7,5,3850000.0,,rua capepuxis,rua capepuxis,5452030.0,-23.5543684,-46.7123956,POINT (-46.7123956 -23.5543684),355030802000040.0
Rua João Moura,Pinheiros,São Paulo,295,4,3,4,2230000.0,,rua joão moura,rua joão moura,9853290.0,-23.7441265,-46.634864,POINT (-46.634864 -23.7441265),
"Rua Bernardino de Campos, 0 ",Campo Belo,São Paulo,185,3,2,2,899990.0,,rua bernardino de campos,rua bernardino de campos,16010350.0,-21.2149071,-50.4390396,POINT (-50.4390396 -21.2149071),
Rua Brentano,Vila Hamburguesa,São Paulo,145,4,3,2,1470000.0,,rua brentano,rua brentano,5302040.0,-23.5309874,-46.7242418,POINT (-46.7242418 -23.5309874),355030888000008.0
Rua Irlanda,Jardim Europa,São Paulo,487,4,5,5,9050000.0,,rua irlanda,rua irlanda,13471760.0,-22.7294962,-47.3449529,POINT (-47.3449529 -22.7294962),
,Jardim Paulistano,São Paulo,605,4,4,4,12720000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Murajuba,Alto de Pinheiros,São Paulo,390,4,3,3,3200000.0,,rua murajuba,rua murajuba,5467010.0,-23.544383,-46.7130322,POINT (-46.7130322 -23.544383),355030802000070.0
Avenida Jônia,Jardim Brasil (Zona Sul),São Paulo,223,3,3,4,950000.0,,avenida jônia,avenida jônia,4634010.0,-23.6386308,-46.6676939,POINT (-46.6676939 -23.6386308),355030815000113.0
,Jardim das Bandeiras,São Paulo,750,4,7,4,8400000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Desembargador Joaquim Barbosa de Almeida,Alto de Pinheiros,São Paulo,350,5,4,3,2700000.0,,rua desembargador joaquim barbosa de almeida,rua desembargador joaquim barbosa de almeida,5463010.0,-23.555718,-46.7099353,POINT (-46.7099353 -23.555718),355030802000015.0
Avenida Doutor Alberto Penteado,Jardim Sílvia (Zona Oeste),São Paulo,1500,5,5,10,10000000.0,,avenida doutor alberto penteado,avenida doutor alberto penteado,5678000.0,-23.5987657,-46.7048899,POINT (-46.7048899 -23.5987657),355030854000004.0
Rua Artur Dias,Bosque da Saúde,São Paulo,160,2,2,2,1100000.0,,rua artur dias,rua artur dias,4150070.0,-23.6224303,-46.6232369,POINT (-46.6232369 -23.6224303),355030827000008.0
Rua São Bernardo,Cidade Mãe do Céu,São Paulo,159,3,2,2,1200000.0,,rua são bernardo,rua são bernardo,16075085.0,-21.1938764,-50.462259,POINT (-50.462259 -21.1938764),
Rua Manduri,Jardim Paulistano,São Paulo,400,3,4,6,7200000.0,,rua manduri,rua manduri,18704050.0,-23.1110619,-48.9372574,POINT (-48.9372574 -23.1110619),
,Jardim Leonor,São Paulo,780,5,5,4,7500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Cidade Jardim,São Paulo,425,4,4,2,3800000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua General Fonseca Teles,Jardim Paulista,São Paulo,1150,5,8,8,27000000.0,,rua general fonseca teles,rua general fonseca teles,1433020.0,-23.5792253,-46.6668332,POINT (-46.6668332 -23.5792253),355030845000074.0
Rua Brito Peixoto,Vila Cordeiro,São Paulo,269,3,3,4,1950000.0,,rua brito peixoto,rua brito peixoto,4582020.0,-23.618699,-46.6894017,POINT (-46.6894017 -23.618699),355030835000127.0
Rua Júlio Ribeiro Neto,Jardim Leonor,São Paulo,323,3,5,4,1850000.0,,rua júlio ribeiro neto,rua júlio ribeiro neto,5652050.0,-23.5967959,-46.7184343,POINT (-46.7184343 -23.5967959),355030854000081.0
"Rua Amarais, 000 ",Vila Carrão,São Paulo,300,6,5,3,1000000.0,,rua amarais,rua amarais,3436040.0,-23.5613067,-46.532286,POINT (-46.532286 -23.5613067),355030820000111.0
,Jardim Paulistano,São Paulo,300,4,4,2,4250000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Francisco Pessoa,Vila Andrade,São Paulo,106,3,4,2,695000.0,,rua francisco pessoa,rua francisco pessoa,5727230.0,-23.6280582,-46.7399621,POINT (-46.7399621 -23.6280582),355030883000053.0
Rua Heitor Peixoto,Cambuci,São Paulo,181,2,3,1,650000.0,,rua heitor peixoto,rua heitor peixoto,1543000.0,-23.5751117,-46.6230726,POINT (-46.6230726 -23.5751117),355030814000037.0
,Jardim Paulista,São Paulo,379,3,5,5,4300000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Europa,São Paulo,581,4,3,10,25000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Cláudio Henrique de Paula,Vila Rica,São Paulo,125,3,3,2,455000.0,,rua cláudio henrique de paula,rua cláudio henrique de paula,3911020.0,-23.5791147,-46.521489,POINT (-46.521489 -23.5791147),355030804000060.0
"Rua Baré, 103 ",Vila Romana,São Paulo,350,4,6,4,3500000.0,,rua baré,rua baré,5046030.0,-23.502167,-46.6290608,POINT (-46.6290608 -23.502167),355030870000007.0
,Jardim Petropolis,São Paulo,700,4,7,6,5000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Adalívia de Toledo,Paineiras do Morumbi,São Paulo,650,4,4,7,5500000.0,,rua adalívia de toledo,rua adalívia de toledo,5683000.0,-23.6040203,-46.7081092,POINT (-46.7081092 -23.6040203),355030854000004.0
Rua Barajuba,Alto de Pinheiros,São Paulo,450,4,7,4,5500000.0,,rua barajuba,rua barajuba,5463040.0,-23.5565069,-46.709829,POINT (-46.709829 -23.5565069),355030802000015.0
,Jardim América,São Paulo,936,4,6,6,26000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Alto de Pinheiros,São Paulo,488,5,5,8,3500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Alto de Pinheiros,São Paulo,341,3,5,4,3500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Giovanni Carnovali, 92 ",Vila Caraguatá,São Paulo,120,3,2,2,580000.0,,rua giovanni carnovali,rua giovanni carnovali,4191000.0,-23.6434982,-46.603923,POINT (-46.603923 -23.6434982),355030868000108.0
,Jardim América,São Paulo,1205,4,4,7,25600000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Praça Cecília Perigo Saldiva,Alto de Pinheiros,São Paulo,425,3,3,3,6800000.0,,praça cecília perigo saldiva,praça cecília perigo saldiva,5458080.0,-23.554897,-46.7017643,POINT (-46.7017643 -23.554897),355030802000038.0
"Rua Leão XIII, 1 ",Jardim São Bento,São Paulo,272,3,5,4,1350000.0,,rua leão xiii,rua leão xiii,11500120.0,-23.8848726,-46.4180526,POINT (-46.4180526 -23.8848726),
Rua Iraúna,Indianópolis,São Paulo,335,4,5,3,1950000.0,,rua iraúna,rua iraúna,18682341.0,-22.6177636,-48.8006019,POINT (-48.8006019 -22.6177636),
,Jardim Europa,São Paulo,504,3,3,4,18000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Morumbi,São Paulo,450,4,2,7,2600000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Vila Ida,São Paulo,490,5,8,10,3000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Travessa República do Suriname,Jardim Paulistano,São Paulo,300,4,5,2,4250000.0,,travessa república do suriname,travessa república do suriname,1443090.0,-23.5668198,-46.6786078,POINT (-46.6786078 -23.5668198),355030862000065.0
,Vila Jacuí,São Paulo,75,2,1,1,265000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Votuporanga,Sumaré,São Paulo,455,5,4,4,2500000.0,,rua votuporanga,rua votuporanga,13040350.0,-22.944537,-47.0636288,POINT (-47.0636288 -22.944537),
Rua Itavera,Jardim Guedala,São Paulo,613,4,5,5,5500000.0,,rua itavera,rua itavera,5603060.0,-23.5847815,-46.7025868,POINT (-46.7025868 -23.5847815),355030854000123.0
Rua Maestro Elias Lobo,Jardim Paulista,São Paulo,500,4,5,4,10000000.0,,rua maestro elias lobo,rua maestro elias lobo,13075330.0,-22.8841282,-47.0616634,POINT (-47.0616634 -22.8841282),
Rua Conceição de Monte Alegre,Brooklin Paulista,São Paulo,165,3,4,2,1300000.0,,rua conceição de monte alegre,rua conceição de monte alegre,4563060.0,-22.4666157,-50.6146662,POINT (-50.6146662 -22.4666157),
,Jardim Guedala,São Paulo,450,3,4,7,3400000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Maestro Chiaffarelli,Jardim Paulista,São Paulo,191,3,2,1,2600000.0,,rua maestro chiaffarelli,rua maestro chiaffarelli,1432030.0,-23.5549325,-46.6621452,POINT (-46.6621452 -23.5549325),355030826000015.0
Rua Croata,Vila Ipojuca,São Paulo,141,2,2,1,1190000.0,,rua croata,rua croata,13056469.0,-22.9668254,-47.1512283,POINT (-47.1512283 -22.9668254),
,Jardim Leonor,São Paulo,350,3,4,5,2000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Raul Pompéia,Vila Pompéia,São Paulo,160,3,5,2,1245000.0,,rua raul pompéia,rua raul pompéia,13469052.0,-22.7423687,-47.3463826,POINT (-47.3463826 -22.7423687),
,Cidade Jardim,São Paulo,680,5,5,4,4500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Leonor,São Paulo,442,3,8,4,2600000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Padre Marchetti,Ipiranga,São Paulo,145,2,3,2,550000.0,,rua padre marchetti,rua padre marchetti,4266000.0,-23.5886205,-46.6106027,POINT (-46.6106027 -23.5886205),355030834000008.0
